second,Volt,Volt
-183.6000E-09,+4.6633165329695E+00,+4.9849245697260E+00
-183.2000E-09,+4.6633165329695E+00,+4.9849245697260E+00
-182.8000E-09,+4.6633165329695E+00,+4.9849245697260E+00
-182.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-182.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-181.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-181.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-180.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-180.4000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-180.0000E-09,+4.8241205513477E+00,+4.9849245697260E+00
-179.6000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-179.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-178.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-178.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-178.0000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-177.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-177.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-176.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-176.4000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-176.0000E-09,+4.6633165329695E+00,+4.9849245697260E+00
-175.6000E-09,+4.6633165329695E+00,+4.9849245697260E+00
-175.2000E-09,+4.5829145237804E+00,+4.9849245697260E+00
-174.8000E-09,+4.6633165329695E+00,+4.9849245697260E+00
-174.4000E-09,+4.6633165329695E+00,+4.9849245697260E+00
-174.0000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-173.6000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-173.2000E-09,+4.6633165329695E+00,+4.9045225605369E+00
-172.8000E-09,+4.6633165329695E+00,+4.9045225605369E+00
-172.4000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-172.0000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-171.6000E-09,+4.6633165329695E+00,+4.9849245697260E+00
-171.2000E-09,+4.6633165329695E+00,+4.9849245697260E+00
-170.8000E-09,+4.6633165329695E+00,+4.9849245697260E+00
-170.4000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-170.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-169.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-169.2000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-168.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-168.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-168.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-167.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-167.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-166.8000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-166.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-166.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-165.6000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-165.2000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-164.8000E-09,+4.6633165329695E+00,+4.9849245697260E+00
-164.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-164.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-163.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-163.2000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-162.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-162.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-162.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-161.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-161.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-160.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-160.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-160.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-159.6000E-09,+4.8241205513477E+00,+4.9849245697260E+00
-159.2000E-09,+4.8241205513477E+00,+4.9849245697260E+00
-158.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-158.4000E-09,+4.6633165329695E+00,+4.9045225605369E+00
-158.0000E-09,+4.6633165329695E+00,+4.9045225605369E+00
-157.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-157.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-156.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-156.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-156.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-155.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-155.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-154.8000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-154.4000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-154.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-153.6000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-153.2000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-152.8000E-09,+4.8241205513477E+00,+4.9849245697260E+00
-152.4000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-152.0000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-151.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-151.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-150.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-150.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-150.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-149.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-149.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-148.8000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-148.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-148.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-147.6000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-147.2000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-146.8000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-146.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-146.0000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-145.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-145.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-144.8000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-144.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-144.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-143.6000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-143.2000E-09,+4.7437185421586E+00,+4.9045225605369E+00
-142.8000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-142.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-142.0000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-141.6000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-141.2000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-140.8000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-140.4000E-09,+4.8241205513477E+00,+4.9045225605369E+00
-140.0000E-09,+4.8241205513477E+00,+4.9849245697260E+00
-139.6000E-09,+4.7437185421586E+00,+4.9849245697260E+00
-139.2000E-09,+4.7437185421586E+00,+4.9849245697259E+00
-138.8000E-09,+4.7437185421587E+00,+4.9045225605369E+00
-138.4000E-09,+4.8241205513477E+00,+4.9849245697260E+00
-138.0000E-09,+4.8241205513477E+00,+4.9849245697260E+00
-137.6000E-09,+4.8241205513477E+00,+4.9849245697260E+00
-137.2000E-09,+4.8241205513477E+00,+4.9849245697259E+00
-136.8000E-09,+4.7437185421586E+00,+4.9045225605369E+00
